"PERIOD_REF";"REGION";"INDICATORS";"UNIT_MES";VALUE;"STATUS"
"2018";"IRL";"Ind_04_13";"UM_19";12.4;"A"
"2019";"IRL";"Ind_05_03";"UM_2";73.3;"A"
"2019";"IRL";"Ind_05_04";"UM_2";67.4;"A"
"2019";"IRL";"Ind_05_05";"UM_2";79.2;"A"
"2019";"IRL";"Ind_05_06";"UM_2";5;"A"
"2019";"IRL";"Ind_05_07";"UM_2";4.7;"A"
"2019";"IRL";"Ind_05_08";"UM_2";5.2;"A"
"2019";"IRL";"Ind_05_09";"UM_2";12.5;"A"
"2019";"IRL";"Ind_05_10";"UM_2";32.1;"A"
"2019";"IRL";"Ind_06_11";"UM_17";61500;"A"
"2019";"IRL";"Ind_06_12";"UM_2";3.57;"A"
"2019";"IRL";"Ind_16_01";"UM_2";0.9;"A"
"2018";"IRL";"Ind_17_01";"UM_20";3;"A"
"2018";"IRL";"Ind_17_02";"UM_2";50;"A"
"2018";"IRL";"Ind_17_03";"UM_2";9.9;"A"
"2018";"IRL";"Ind_17_04";"UM_2";0;"A"
"2019";"IRL";"Ind_09_03";"UM_22";32.81534915;"A"
"2019";"IRL";"Ind_09_04";"UM_23";6.113509007;"A"
"2018";"IRL";"Ind_10_04";"UM_24";444;"A"
"2018";"IRL";"Ind_10_05";"UM_25";29;"A"
"2018";"IRL";"Ind_10_06";"UM_26";916;"A"
"2018";"IRL";"Ind_10_07";"UM_26";2469;"A"
"2018";"IRL";"Ind_11_02";"UM_2";14.2;"A"
"2018";"IRL";"Ind_12_02";"UM_21";297.39;"A"
"2018";"IRL";"Ind_12_05";"UM_2";5.12;"A"
"2018";"IRL";"Ind_12_06";"UM_4";2.851430632;"A"
"2019";"IRL";"Ind_13_05";"UM_2";14.1;"A"
"2019";"IRL";"Ind_13_06";"UM_2";47.3;"A"
"2017";"IRL";"Ind_13_07";"UM_2";;"O"
"2018";"IRL";"Ind_13_08";"UM_2";1.14;"A"
"2019";"IRL";"Ind_18_01";"UM_2";4.4;"A"
"2019";"IRL";"Ind_18_02";"UM_2";12.6;"A"
"2018";"IRL";"Ind_18_03";"UM_17";19464;"A"
"2019";"IRL";"Ind_18_04";"UM_2";15.7;"A"
"2018";"IRL";"Ind_19_01";"UM_2";;"O"
"2018";"IRL";"Ind_19_02";"UM_2";52;"A"
"2020";"IRL";"Ind_19_03";"UM_2";22.5;"A"
"2019";"GRC";"Ind_01_01";"UM_1";10724.599;"A"
"2018";"GRC";"Ind_01_03";"UM_3";82.5;"A"
"2019";"GRC";"Ind_01_04";"UM_2";19.39465598;"A"
"2019";"GRC";"Ind_01_06";"UM_2";22.00201747;"A"
"2019";"GRC";"Ind_01_13";"UM_2";7.743033461;"A"
"2018";"GRC";"Ind_01_14";"UM_4";8.059975016;"A"
"2018";"GRC";"Ind_01_15";"UM_2";11.13142064;"A"
"2018";"GRC";"Ind_01_16";"UM_18";84.4;"A"
"2018";"GRC";"Ind_01_17";"UM_18";79.3;"A"
"2009";"GRC";"Ind_04_01";"UM_7";131957;"A"
"2009";"GRC";"Ind_04_08";"UM_2";2.897913714;"A"
"2009";"GRC";"Ind_04_09";"UM_2";40.12367665;"A"
"2009";"GRC";"Ind_04_10";"UM_2";30.6524095;"A"
"2019";"GRC";"Ind_04_11";"UM_2";9.2;"A"
"2019";"GRC";"Ind_04_12";"UM_19";9.8;"A"
"2018";"GRC";"Ind_04_13";"UM_19";8.6;"A"
"2019";"GRC";"Ind_05_03";"UM_2";68.4;"A"
"2019";"GRC";"Ind_05_04";"UM_2";60.4;"A"
"2019";"GRC";"Ind_05_05";"UM_2";76.7;"A"
"2019";"GRC";"Ind_05_06";"UM_2";17.3;"A"
"2019";"GRC";"Ind_05_07";"UM_2";21.5;"A"
"2019";"GRC";"Ind_05_08";"UM_2";14;"A"
"2019";"GRC";"Ind_05_09";"UM_2";35.2;"A"
"2019";"GRC";"Ind_05_10";"UM_2";70.1;"A"
"2019";"GRC";"Ind_06_11";"UM_17";21200;"A"
"2019";"GRC";"Ind_06_12";"UM_2";0.51;"A"
"2019";"GRC";"Ind_16_01";"UM_2";0.5;"A"
"2018";"GRC";"Ind_17_01";"UM_20";2.2;"A"
"2018";"GRC";"Ind_17_02";"UM_2";48.7;"A"
"2018";"GRC";"Ind_17_03";"UM_2";13.4;"A"
"2018";"GRC";"Ind_17_04";"UM_2";0;"A"
"2019";"GRC";"Ind_09_03";"UM_22";78.30752065;"A"
"2019";"GRC";"Ind_09_04";"UM_23";10.16714481;"A"
"2018";"GRC";"Ind_10_04";"UM_24";493;"A"
"2018";"GRC";"Ind_10_05";"UM_25";65;"A"
"2018";"GRC";"Ind_10_06";"UM_26";;"O"
"2018";"GRC";"Ind_10_07";"UM_26";;"O"
"2018";"GRC";"Ind_11_02";"UM_2";25.3;"A"
"2018";"GRC";"Ind_12_02";"UM_21";419.77;"A"
"2018";"GRC";"Ind_12_05";"UM_2";;"O"
"2018";"GRC";"Ind_12_06";"UM_4";3.470615456;"A"
"2019";"GRC";"Ind_13_05";"UM_2";11.5;"A"
"2019";"GRC";"Ind_13_06";"UM_2";31.9;"A"
"2017";"GRC";"Ind_13_07";"UM_2";3.41;"A"
"2018";"GRC";"Ind_13_08";"UM_2";1.21;"A"
"2019";"GRC";"Ind_18_01";"UM_2";10.1;"A"
"2019";"GRC";"Ind_18_02";"UM_2";30.4;"A"
"2018";"GRC";"Ind_18_03";"UM_17";9245;"A"
"2019";"GRC";"Ind_18_04";"UM_2";38.9;"A"
"2018";"GRC";"Ind_19_01";"UM_2";7.9;"A"
"2018";"GRC";"Ind_19_02";"UM_2";48.7;"A"
"2020";"GRC";"Ind_19_03";"UM_2";21.67;"A"
"2019";"ESP";"Ind_01_01";"UM_1";46937.06;"A"
"2018";"ESP";"Ind_01_03";"UM_3";93.1;"A"
"2019";"ESP";"Ind_01_04";"UM_2";19.85123508;"A"
"2019";"ESP";"Ind_01_06";"UM_2";19.51538378;"A"
"2019";"ESP";"Ind_01_13";"UM_2";10.37369932;"A"
"2018";"ESP";"Ind_01_14";"UM_4";7.900516138;"A"
"2018";"ESP";"Ind_01_15";"UM_2";47.27514447;"A"
"2018";"ESP";"Ind_01_16";"UM_18";86.3;"A"
"2018";"ESP";"Ind_01_17";"UM_18";80.7;"A"
"2009";"ESP";"Ind_04_01";"UM_7";505991;"A"
"2009";"ESP";"Ind_04_08";"UM_2";3.114877537;"A"
"2009";"ESP";"Ind_04_09";"UM_2";50.76078428;"A"
"2009";"ESP";"Ind_04_10";"UM_2";25.17633713;"A"
"2019";"ESP";"Ind_04_11";"UM_2";5;"A"
"2019";"ESP";"Ind_04_12";"UM_19";8.7;"A"
"2018";"ESP";"Ind_04_13";"UM_19";7.1;"A"
"2019";"ESP";"Ind_05_03";"UM_2";73.8;"A"
"2019";"ESP";"Ind_05_04";"UM_2";69;"A"
"2019";"ESP";"Ind_05_05";"UM_2";78.5;"A"
"2019";"ESP";"Ind_05_06";"UM_2";14.1;"A"
"2019";"ESP";"Ind_05_07";"UM_2";16;"A"
"2019";"ESP";"Ind_05_08";"UM_2";12.5;"A"
"2019";"ESP";"Ind_05_09";"UM_2";32.5;"A"
"2019";"ESP";"Ind_05_10";"UM_2";37.8;"A"
"2019";"ESP";"Ind_06_11";"UM_17";29000;"A"
"2019";"ESP";"Ind_06_12";"UM_2";1;"A"
"2019";"ESP";"Ind_16_01";"UM_2";0.8;"A"
"2018";"ESP";"Ind_17_01";"UM_20";2.8;"A"
"2018";"ESP";"Ind_17_02";"UM_2";44.3;"A"
"2018";"ESP";"Ind_17_03";"UM_2";14.4;"A"
"2018";"ESP";"Ind_17_04";"UM_2";11.2;"A"
"2019";"ESP";"Ind_09_03";"UM_22";41.89648661;"A"
"2019";"ESP";"Ind_09_04";"UM_23";7.351200416;"A"
"2018";"ESP";"Ind_10_04";"UM_24";513;"A"
"2018";"ESP";"Ind_10_05";"UM_25";39;"A"
"2018";"ESP";"Ind_10_06";"UM_26";15585;"A"
"2018";"ESP";"Ind_10_07";"UM_26";21882;"A"
"2018";"ESP";"Ind_11_02";"UM_2";23.5;"A"
"2018";"ESP";"Ind_12_02";"UM_21";297.15;"A"
"2018";"ESP";"Ind_12_05";"UM_2";6.331;"A"
"2018";"ESP";"Ind_12_06";"UM_4";2.691281919;"A"
"2019";"ESP";"Ind_13_05";"UM_2";30.9;"A"
"2019";"ESP";"Ind_13_06";"UM_2";38.6;"A"
"2017";"ESP";"Ind_13_07";"UM_2";4.07;"A"
"2018";"ESP";"Ind_13_08";"UM_2";1.24;"A"
"2019";"ESP";"Ind_18_01";"UM_2";12.8;"A"
"2019";"ESP";"Ind_18_02";"UM_2";12.4;"A"
"2018";"ESP";"Ind_18_03";"UM_17";16030;"A"
"2019";"ESP";"Ind_18_04";"UM_2";17.1;"A"
"2018";"ESP";"Ind_19_01";"UM_2";11.9;"A"
"2018";"ESP";"Ind_19_02";"UM_2";53.6;"A"
"2020";"ESP";"Ind_19_03";"UM_2";44;"A"
"2019";"FRA";"Ind_01_01";"UM_1";67012.883;"A"
"2018";"FRA";"Ind_01_03";"UM_3";105.6;"A"
"2019";"FRA";"Ind_01_04";"UM_2";24.18466993;"A"
"2019";"FRA";"Ind_01_06";"UM_2";20.12893928;"A"
"2019";"FRA";"Ind_01_13";"UM_2";7.29631092;"A"
"2018";"FRA";"Ind_01_14";"UM_4";11.32914995;"A"
"2018";"FRA";"Ind_01_15";"UM_2";60.37125971;"A"
"2018";"FRA";"Ind_01_16";"UM_18";85.9;"A"
"2018";"FRA";"Ind_01_17";"UM_18";79.7;"A"
"2009";"FRA";"Ind_04_01";"UM_7";632834;"A"
"2009";"FRA";"Ind_04_08";"UM_2";4.400364077;"A"
"2009";"FRA";"Ind_04_09";"UM_2";46.54790988;"A"
"2009";"FRA";"Ind_04_10";"UM_2";25.94155813;"A"
"2019";"FRA";"Ind_04_11";"UM_2";4.9;"A"
"2019";"FRA";"Ind_04_12";"UM_19";11.5;"A"
"2018";"FRA";"Ind_04_13";"UM_19";6.6;"A"
"2019";"FRA";"Ind_05_03";"UM_2";71.7;"A"
"2019";"FRA";"Ind_05_04";"UM_2";68.2;"A"
"2019";"FRA";"Ind_05_05";"UM_2";75.3;"A"
"2019";"FRA";"Ind_05_06";"UM_2";8.5;"A"
"2019";"FRA";"Ind_05_07";"UM_2";8.4;"A"
"2019";"FRA";"Ind_05_08";"UM_2";8.5;"A"
"2019";"FRA";"Ind_05_09";"UM_2";19.6;"A"
"2019";"FRA";"Ind_05_10";"UM_2";40.2;"A"
"2019";"FRA";"Ind_06_11";"UM_17";33800;"A"
"2019";"FRA";"Ind_06_12";"UM_2";0.81;"A"
"2019";"FRA";"Ind_16_01";"UM_2";1.3;"A"
"2018";"FRA";"Ind_17_01";"UM_20";3.8;"A"
"2018";"FRA";"Ind_17_02";"UM_2";30.5;"A"
"2018";"FRA";"Ind_17_03";"UM_2";11.1;"A"
"2018";"FRA";"Ind_17_04";"UM_2";42.7;"A"
"2019";"FRA";"Ind_09_03";"UM_22";19.56032149;"A"
"2019";"FRA";"Ind_09_04";"UM_23";3.276441045;"A"
"2018";"FRA";"Ind_10_04";"UM_24";491;"A"
"2018";"FRA";"Ind_10_05";"UM_25";49;"A"
"2018";"FRA";"Ind_10_06";"UM_26";11671;"A"
"2018";"FRA";"Ind_10_07";"UM_26";27594;"A"
"2018";"FRA";"Ind_11_02";"UM_2";33.7;"A"
"2018";"FRA";"Ind_12_02";"UM_21";590.85;"A"
"2018";"FRA";"Ind_12_05";"UM_2";9.446;"A"
"2018";"FRA";"Ind_12_06";"UM_4";3.827718424;"A"
"2019";"FRA";"Ind_13_05";"UM_2";15.2;"A"
"2019";"FRA";"Ind_13_06";"UM_2";37.9;"A"
"2017";"FRA";"Ind_13_07";"UM_2";5.45;"A"
"2018";"FRA";"Ind_13_08";"UM_2";2.2;"A"
"2019";"FRA";"Ind_18_01";"UM_2";7.4;"A"
"2019";"FRA";"Ind_18_02";"UM_2";11.1;"A"
"2018";"FRA";"Ind_18_03";"UM_17";20223;"A"
"2019";"FRA";"Ind_18_04";"UM_2";17.6;"A"
"2018";"FRA";"Ind_19_01";"UM_2";15.8;"A"
"2018";"FRA";"Ind_19_02";"UM_2";54.5;"A"
"2020";"FRA";"Ind_19_03";"UM_2";39.51;"A"
"2019";"ITA";"Ind_01_01";"UM_1";60359.546;"A"
"2018";"ITA";"Ind_01_03";"UM_3";202.9;"A"
"2019";"ITA";"Ind_01_04";"UM_2";17.95410497;"A"
"2019";"ITA";"Ind_01_06";"UM_2";22.78881382;"A"
"2019";"ITA";"Ind_01_13";"UM_2";8.689083635;"A"
"2018";"ITA";"Ind_01_14";"UM_4";7.285459039;"A"
"2018";"ITA";"Ind_01_15";"UM_2";33.95884452;"A"
"2018";"ITA";"Ind_01_16";"UM_18";85.6;"A"
"2018";"ITA";"Ind_01_17";"UM_18";81.2;"A"
"2009";"ITA";"Ind_04_01";"UM_7";301336;"A"
"2009";"ITA";"Ind_04_08";"UM_2";6.575716144;"A"
"2009";"ITA";"Ind_04_09";"UM_2";48.7137282;"A"
"2009";"ITA";"Ind_04_10";"UM_2";30.96808878;"A"
"2019";"ITA";"Ind_04_11";"UM_2";7.7;"A"
"2019";"ITA";"Ind_04_12";"UM_19";8.1;"A"
"2018";"ITA";"Ind_04_13";"UM_19";7.1;"A"
"2019";"ITA";"Ind_05_03";"UM_2";65.7;"A"
"2019";"ITA";"Ind_05_04";"UM_2";56.5;"A"
"2019";"ITA";"Ind_05_05";"UM_2";75;"A"
"2019";"ITA";"Ind_05_06";"UM_2";10;"A"
"2019";"ITA";"Ind_05_07";"UM_2";11.1;"A"
"2019";"ITA";"Ind_05_08";"UM_2";9.1;"A"
"2019";"ITA";"Ind_05_09";"UM_2";29.2;"A"
"2019";"ITA";"Ind_05_10";"UM_2";56;"A"
"2019";"ITA";"Ind_06_11";"UM_17";30400;"A"
"2019";"ITA";"Ind_06_12";"UM_2";0.12;"A"
"2019";"ITA";"Ind_16_01";"UM_2";0.6;"A"
"2018";"ITA";"Ind_17_01";"UM_20";2.6;"A"
"2018";"ITA";"Ind_17_02";"UM_2";35.5;"A"
"2018";"ITA";"Ind_17_03";"UM_2";19;"A"
"2018";"ITA";"Ind_17_04";"UM_2";0;"A"
"2019";"ITA";"Ind_09_03";"UM_22";37.37337162;"A"
"2019";"ITA";"Ind_09_04";"UM_23";4.644832062;"A"
"2018";"ITA";"Ind_10_04";"UM_24";646;"A"
"2018";"ITA";"Ind_10_05";"UM_25";55;"A"
"2018";"ITA";"Ind_10_06";"UM_26";;"O"
"2018";"ITA";"Ind_10_07";"UM_26";24502;"A"
"2018";"ITA";"Ind_11_02";"UM_2";28.8;"A"
"2018";"ITA";"Ind_12_02";"UM_21";314.05;"A"
"2018";"ITA";"Ind_12_05";"UM_2";6.404;"A"
"2018";"ITA";"Ind_12_06";"UM_4";2.792514787;"A"
"2019";"ITA";"Ind_13_05";"UM_2";30.7;"A"
"2019";"ITA";"Ind_13_06";"UM_2";19.6;"A"
"2017";"ITA";"Ind_13_07";"UM_2";4.04;"A"
"2018";"ITA";"Ind_13_08";"UM_2";1.42;"A"
"2019";"ITA";"Ind_18_01";"UM_2";11.8;"A"
"2019";"ITA";"Ind_18_02";"UM_2";14.1;"A"
"2018";"ITA";"Ind_18_03";"UM_17";16715;"A"
"2019";"ITA";"Ind_18_04";"UM_2";16.6;"A"
"2018";"ITA";"Ind_19_01";"UM_2";3.9;"A"
"2018";"ITA";"Ind_19_02";"UM_2";55.5;"A"
"2020";"ITA";"Ind_19_03";"UM_2";35.71;"A"
"2019";"CYP";"Ind_01_01";"UM_1";875.899;"A"
"2018";"CYP";"Ind_01_03";"UM_3";94.4;"A"
"2019";"CYP";"Ind_01_04";"UM_2";21.9916782;"A"
"2019";"CYP";"Ind_01_06";"UM_2";16.32794746;"A"
"2019";"CYP";"Ind_01_13";"UM_2";18.0054985;"A"
"2018";"CYP";"Ind_01_14";"UM_4";10.65077138;"A"
"2018";"CYP";"Ind_01_15";"UM_2";;"O"
"2018";"CYP";"Ind_01_16";"UM_18";84.8;"A"
"2018";"CYP";"Ind_01_17";"UM_18";80.9;"A"
"2009";"CYP";"Ind_04_01";"UM_7";9250;"A"
"2009";"CYP";"Ind_04_08";"UM_2";;"O"
"2009";"CYP";"Ind_04_09";"UM_2";;"O"
"2009";"CYP";"Ind_04_10";"UM_2";;"O"
"2019";"CYP";"Ind_04_11";"UM_2";7.3;"A"
"2019";"CYP";"Ind_04_12";"UM_19";18.8;"A"
"2018";"CYP";"Ind_04_13";"UM_19";10.1;"A"
"2019";"CYP";"Ind_05_03";"UM_2";76;"A"
"2019";"CYP";"Ind_05_04";"UM_2";71;"A"
"2019";"CYP";"Ind_05_05";"UM_2";81.5;"A"
"2019";"CYP";"Ind_05_06";"UM_2";7.1;"A"
"2019";"CYP";"Ind_05_07";"UM_2";8;"A"
"2019";"CYP";"Ind_05_08";"UM_2";6.3;"A"
"2019";"CYP";"Ind_05_09";"UM_2";16.6;"A"
"2019";"CYP";"Ind_05_10";"UM_2";29.1;"A"
"2019";"CYP";"Ind_06_11";"UM_17";28500;"A"
"2019";"CYP";"Ind_06_12";"UM_2";1.28;"A"
"2019";"CYP";"Ind_16_01";"UM_2";0.5;"A"
"2018";"CYP";"Ind_17_01";"UM_20";3;"A"
"2018";"CYP";"Ind_17_02";"UM_2";91.2;"A"
"2018";"CYP";"Ind_17_03";"UM_2";9.2;"A"
"2018";"CYP";"Ind_17_04";"UM_2";0;"A"
"2019";"CYP";"Ind_09_03";"UM_22";103.2125484;"A"
"2019";"CYP";"Ind_09_04";"UM_23";20.33158998;"A"
"2018";"CYP";"Ind_10_04";"UM_24";629;"A"
"2018";"CYP";"Ind_10_05";"UM_25";57;"A"
"2018";"CYP";"Ind_10_06";"UM_26";257;"A"
"2018";"CYP";"Ind_10_07";"UM_26";;"O"
"2018";"CYP";"Ind_11_02";"UM_2";18.1;"A"
"2018";"CYP";"Ind_12_02";"UM_21";330.09;"A"
"2018";"CYP";"Ind_12_05";"UM_2";;"O"
"2018";"CYP";"Ind_12_06";"UM_4";2.358237753;"A"
"2019";"CYP";"Ind_13_05";"UM_2";14;"A"
"2019";"CYP";"Ind_13_06";"UM_2";44.7;"A"
"2017";"CYP";"Ind_13_07";"UM_2";5.77;"A"
"2018";"CYP";"Ind_13_08";"UM_2";0.62;"A"
"2019";"CYP";"Ind_18_01";"UM_2";6.8;"A"
"2019";"CYP";"Ind_18_02";"UM_2";23.1;"A"
"2018";"CYP";"Ind_18_03";"UM_17";17505;"A"
"2019";"CYP";"Ind_18_04";"UM_2";11.3;"A"
"2018";"CYP";"Ind_19_01";"UM_2";10.4;"A"
"2018";"CYP";"Ind_19_02";"UM_2";53.1;"A"
"2020";"CYP";"Ind_19_03";"UM_2";19.64;"A"
"2019";"LVA";"Ind_01_01";"UM_1";1919.968;"A"
"2018";"LVA";"Ind_01_03";"UM_3";30.4;"A"
"2019";"LVA";"Ind_01_04";"UM_2";20.36865578;"A"
"2019";"LVA";"Ind_01_06";"UM_2";20.1087274;"A"
"2019";"LVA";"Ind_01_13";"UM_2";13.78349331;"A"
"2018";"LVA";"Ind_01_14";"UM_4";10.05954266;"A"
"2018";"LVA";"Ind_01_15";"UM_2";39.45842394;"A"
"2018";"LVA";"Ind_01_16";"UM_18";79.7;"A"
"2018";"LVA";"Ind_01_17";"UM_18";70.1;"A"
"2009";"LVA";"Ind_04_01";"UM_7";64559;"A"
"2009";"LVA";"Ind_04_08";"UM_2";1.548970709;"A"
"2009";"LVA";"Ind_04_09";"UM_2";33.00082095;"A"
"2009";"LVA";"Ind_04_10";"UM_2";49.15348751;"A"
"2019";"LVA";"Ind_04_11";"UM_2";9.4;"A"
"2019";"LVA";"Ind_04_12";"UM_19";13.8;"A"
"2018";"LVA";"Ind_04_13";"UM_19";6.1;"A"
"2019";"LVA";"Ind_05_03";"UM_2";77.3;"A"
"2019";"LVA";"Ind_05_04";"UM_2";75;"A"
"2019";"LVA";"Ind_05_05";"UM_2";79.8;"A"
"2019";"LVA";"Ind_05_06";"UM_2";6.3;"A"
"2019";"LVA";"Ind_05_07";"UM_2";5.4;"A"
"2019";"LVA";"Ind_05_08";"UM_2";7.2;"A"
"2019";"LVA";"Ind_05_09";"UM_2";12.4;"A"
"2019";"LVA";"Ind_05_10";"UM_2";38;"A"
"2019";"LVA";"Ind_06_11";"UM_17";22000;"A"
"2019";"LVA";"Ind_06_12";"UM_2";4.98;"A"
"2019";"LVA";"Ind_16_01";"UM_2";2.7;"A"
"2018";"LVA";"Ind_17_01";"UM_20";2.5;"A"
"2018";"LVA";"Ind_17_02";"UM_2";33.2;"A"
"2018";"LVA";"Ind_17_03";"UM_2";39.1;"A"
"2018";"LVA";"Ind_17_04";"UM_2";0;"A"
"2019";"LVA";"Ind_09_03";"UM_22";14.12081086;"A"
"2019";"LVA";"Ind_09_04";"UM_23";2.232289536;"A"
"2018";"LVA";"Ind_10_04";"UM_24";369;"A"
"2018";"LVA";"Ind_10_05";"UM_25";77;"A"
"2018";"LVA";"Ind_10_06";"UM_26";0;"A"
"2018";"LVA";"Ind_10_07";"UM_26";2217;"A"
"2018";"LVA";"Ind_11_02";"UM_2";15.2;"A"
"2018";"LVA";"Ind_12_02";"UM_21";549.35;"A"
"2018";"LVA";"Ind_12_05";"UM_2";3.718;"A"
"2018";"LVA";"Ind_12_06";"UM_4";3.158330745;"A"
"2019";"LVA";"Ind_13_05";"UM_2";29.4;"A"
"2019";"LVA";"Ind_13_06";"UM_2";35.7;"A"
"2017";"LVA";"Ind_13_07";"UM_2";4.4;"A"
"2018";"LVA";"Ind_13_08";"UM_2";0.64;"A"
"2019";"LVA";"Ind_18_01";"UM_2";8.7;"A"
"2019";"LVA";"Ind_18_02";"UM_2";16.4;"A"
"2018";"LVA";"Ind_18_03";"UM_17";10031;"A"
"2019";"LVA";"Ind_18_04";"UM_2";15.7;"A"
"2018";"LVA";"Ind_19_01";"UM_2";19.6;"A"
"2018";"LVA";"Ind_19_02";"UM_2";58.1;"A"
"2020";"LVA";"Ind_19_03";"UM_2";30;"A"
"2019";"LTU";"Ind_01_01";"UM_1";2794.184;"A"
"2018";"LTU";"Ind_01_03";"UM_3";44.7;"A"
"2019";"LTU";"Ind_01_04";"UM_2";19.88948703;"A"
"2019";"LTU";"Ind_01_06";"UM_2";19.66509322;"A"
"2019";"LTU";"Ind_01_13";"UM_2";1.679874086;"A"
"2018";"LTU";"Ind_01_14";"UM_4";10.07413971;"A"
"2018";"LTU";"Ind_01_15";"UM_2";26.35972859;"A"
"2018";"LTU";"Ind_01_16";"UM_18";80.7;"A"
"2018";"LTU";"Ind_01_17";"UM_18";70.9;"A"
"2009";"LTU";"Ind_04_01";"UM_7";65300;"A"
"2009";"LTU";"Ind_04_08";"UM_2";2.592649311;"A"
"2009";"LTU";"Ind_04_09";"UM_2";53.84992343;"A"
"2009";"LTU";"Ind_04_10";"UM_2";34.35068913;"A"
"2019";"LTU";"Ind_04_11";"UM_2";6.2;"A"
"2019";"LTU";"Ind_04_12";"UM_19";18.8;"A"
"2018";"LTU";"Ind_04_13";"UM_19";7.3;"A"
"2019";"LTU";"Ind_05_03";"UM_2";78;"A"
"2019";"LTU";"Ind_05_04";"UM_2";76.9;"A"
"2019";"LTU";"Ind_05_05";"UM_2";79.2;"A"
"2019";"LTU";"Ind_05_06";"UM_2";6.3;"A"
"2019";"LTU";"Ind_05_07";"UM_2";5.5;"A"
"2019";"LTU";"Ind_05_08";"UM_2";7.1;"A"
"2019";"LTU";"Ind_05_09";"UM_2";11.9;"A"
"2019";"LTU";"Ind_05_10";"UM_2";30.6;"A"
"2019";"LTU";"Ind_06_11";"UM_17";26600;"A"
"2019";"LTU";"Ind_06_12";"UM_2";5.41;"A"
"2019";"LTU";"Ind_16_01";"UM_2";2.2;"A"
"2018";"LTU";"Ind_17_01";"UM_20";2.7;"A"
"2018";"LTU";"Ind_17_02";"UM_2";41.4;"A"
"2018";"LTU";"Ind_17_03";"UM_2";20.8;"A"
"2018";"LTU";"Ind_17_04";"UM_2";0;"A"
"2019";"LTU";"Ind_09_03";"UM_22";14.12972547;"A"
"2019";"LTU";"Ind_09_04";"UM_23";1.71532069;"A"
"2018";"LTU";"Ind_10_04";"UM_24";512;"A"
"2018";"LTU";"Ind_10_05";"UM_25";62;"A"
"2018";"LTU";"Ind_10_06";"UM_26";324;"A"
"2018";"LTU";"Ind_10_07";"UM_26";2335;"A"
"2018";"LTU";"Ind_11_02";"UM_2";15.8;"A"
"2018";"LTU";"Ind_12_02";"UM_21";643.4;"A"
"2018";"LTU";"Ind_12_05";"UM_2";4.404;"A"
"2018";"LTU";"Ind_12_06";"UM_4";3.410423106;"A"
"2019";"LTU";"Ind_13_05";"UM_2";24;"A"
"2019";"LTU";"Ind_13_06";"UM_2";43.1;"A"
"2017";"LTU";"Ind_13_07";"UM_2";3.67;"A"
"2018";"LTU";"Ind_13_08";"UM_2";0.94;"A"
"2019";"LTU";"Ind_18_01";"UM_2";8.1;"A"
"2019";"LTU";"Ind_18_02";"UM_2";20.9;"A"
"2018";"LTU";"Ind_18_03";"UM_17";10702;"A"
"2019";"LTU";"Ind_18_04";"UM_2";14.4;"A"
"2018";"LTU";"Ind_19_01";"UM_2";14;"A"
"2018";"LTU";"Ind_19_02";"UM_2";56.4;"A"
"2020";"LTU";"Ind_19_03";"UM_2";20.57;"A"
"2019";"LUX";"Ind_01_01";"UM_1";613.894;"A"
"2018";"LUX";"Ind_01_03";"UM_3";235.1;"A"
"2019";"LUX";"Ind_01_04";"UM_2";21.89566532;"A"
"2019";"LUX";"Ind_01_06";"UM_2";14.67230339;"A"
"2019";"LUX";"Ind_01_13";"UM_2";48.38248852;"A"
"2018";"LUX";"Ind_01_14";"UM_4";10.22000541;"A"
"2018";"LUX";"Ind_01_15";"UM_2";39.46445649;"A"
"2018";"LUX";"Ind_01_16";"UM_18";84.6;"A"
"2018";"LUX";"Ind_01_17";"UM_18";80.1;"A"
"2009";"LUX";"Ind_04_01";"UM_7";2586;"A"
"2009";"LUX";"Ind_04_08";"UM_2";8.894044857;"A"
"2009";"LUX";"Ind_04_09";"UM_2";52.35885538;"A"
"2009";"LUX";"Ind_04_10";"UM_2";33.68136118;"A"
"2019";"LUX";"Ind_04_11";"UM_2";4.3;"A"
"2019";"LUX";"Ind_04_12";"UM_19";21.4;"A"
"2018";"LUX";"Ind_04_13";"UM_19";17.2;"A"
"2019";"LUX";"Ind_05_03";"UM_2";72;"A"
"2019";"LUX";"Ind_05_04";"UM_2";67.4;"A"
"2019";"LUX";"Ind_05_05";"UM_2";76.4;"A"
"2019";"LUX";"Ind_05_06";"UM_2";5.6;"A"
"2019";"LUX";"Ind_05_07";"UM_2";5.5;"A"
"2019";"LUX";"Ind_05_08";"UM_2";5.7;"A"
"2019";"LUX";"Ind_05_09";"UM_2";17;"A"
"2019";"LUX";"Ind_05_10";"UM_2";22.8;"A"
"2019";"LUX";"Ind_06_11";"UM_17";82800;"A"
"2019";"LUX";"Ind_06_12";"UM_2";1.24;"A"
"2019";"LUX";"Ind_16_01";"UM_2";1.6;"A"
"2018";"LUX";"Ind_17_01";"UM_20";7.3;"A"
"2018";"LUX";"Ind_17_02";"UM_2";64.8;"A"
"2018";"LUX";"Ind_17_03";"UM_2";6.6;"A"
"2018";"LUX";"Ind_17_04";"UM_2";0;"A"
"2019";"LUX";"Ind_09_03";"UM_22";25.49812709;"A"
"2019";"LUX";"Ind_09_04";"UM_23";2.747575186;"A"
"2018";"LUX";"Ind_10_04";"UM_24";676;"A"
"2018";"LUX";"Ind_10_05";"UM_25";60;"A"
