"PERIOD_REF";"REGION";"INDICATORS";"UNIT_MES";VALUE;"STATUS"
"2019";"SVK";"Ind_01_13";"UM_2";1.398389159;"A"
"2018";"SVK";"Ind_01_14";"UM_4";10.5751464;"A"
"2018";"SVK";"Ind_01_15";"UM_2";39.99375423;"A"
"2018";"SVK";"Ind_01_16";"UM_18";80.8;"A"
"2018";"SVK";"Ind_01_17";"UM_18";73.9;"A"
"2009";"SVK";"Ind_04_01";"UM_7";49037;"A"
"2009";"SVK";"Ind_04_08";"UM_2";2.593959663;"A"
"2009";"SVK";"Ind_04_09";"UM_2";42.09474478;"A"
"2009";"SVK";"Ind_04_10";"UM_2";43.78530497;"A"
"2019";"SVK";"Ind_04_11";"UM_2";6.9;"A"
"2019";"SVK";"Ind_04_12";"UM_19";13;"A"
"2018";"SVK";"Ind_04_13";"UM_19";8;"A"
"2019";"SVK";"Ind_05_03";"UM_2";72.7;"A"
"2019";"SVK";"Ind_05_04";"UM_2";66.4;"A"
"2019";"SVK";"Ind_05_05";"UM_2";78.8;"A"
"2019";"SVK";"Ind_05_06";"UM_2";5.8;"A"
"2019";"SVK";"Ind_05_07";"UM_2";6;"A"
"2019";"SVK";"Ind_05_08";"UM_2";5.6;"A"
"2019";"SVK";"Ind_05_09";"UM_2";16.1;"A"
"2019";"SVK";"Ind_05_10";"UM_2";58.2;"A"
"2019";"SVK";"Ind_06_11";"UM_17";22300;"A"
"2019";"SVK";"Ind_06_12";"UM_2";3.73;"A"
"2019";"SVK";"Ind_16_01";"UM_2";2.8;"A"
"2018";"SVK";"Ind_17_01";"UM_20";3.1;"A"
"2018";"SVK";"Ind_17_02";"UM_2";22.2;"A"
"2018";"SVK";"Ind_17_03";"UM_2";9.3;"A"
"2018";"SVK";"Ind_17_04";"UM_2";22.1;"A"
"2019";"SVK";"Ind_09_03";"UM_22";20.00249857;"A"
"2019";"SVK";"Ind_09_04";"UM_23";2.175929614;"A"
"2018";"SVK";"Ind_10_04";"UM_24";426;"A"
"2018";"SVK";"Ind_10_05";"UM_25";48;"A"
"2018";"SVK";"Ind_10_06";"UM_26";482;"A"
"2018";"SVK";"Ind_10_07";"UM_26";3627;"A"
"2018";"SVK";"Ind_11_02";"UM_2";18;"A"
"2018";"SVK";"Ind_12_02";"UM_21";569.62;"A"
"2018";"SVK";"Ind_12_05";"UM_2";5.358;"A"
"2018";"SVK";"Ind_12_06";"UM_4";4.996616874;"A"
"2019";"SVK";"Ind_13_05";"UM_2";28.5;"A"
"2019";"SVK";"Ind_13_06";"UM_2";25.8;"A"
"2017";"SVK";"Ind_13_07";"UM_2";3.94;"A"
"2018";"SVK";"Ind_13_08";"UM_2";0.84;"A"
"2019";"SVK";"Ind_18_01";"UM_2";4.4;"A"
"2019";"SVK";"Ind_18_02";"UM_2";15.2;"A"
"2018";"SVK";"Ind_18_03";"UM_17";9744;"A"
"2019";"SVK";"Ind_18_04";"UM_2";17.9;"A"
"2018";"SVK";"Ind_19_01";"UM_2";19.8;"A"
"2018";"SVK";"Ind_19_02";"UM_2";59;"A"
"2020";"SVK";"Ind_19_03";"UM_2";22.67;"A"
"2019";"FIN";"Ind_01_01";"UM_1";5517.919;"A"
"2018";"FIN";"Ind_01_03";"UM_3";18.1;"A"
"2019";"FIN";"Ind_01_04";"UM_2";21.3744461;"A"
"2019";"FIN";"Ind_01_06";"UM_2";21.85395592;"A"
"2019";"FIN";"Ind_01_13";"UM_2";4.64393185;"A"
"2018";"FIN";"Ind_01_14";"UM_4";8.622272273;"A"
"2018";"FIN";"Ind_01_15";"UM_2";44.60768859;"A"
"2018";"FIN";"Ind_01_16";"UM_18";84.5;"A"
"2018";"FIN";"Ind_01_17";"UM_18";79.1;"A"
"2009";"FIN";"Ind_04_01";"UM_7";338424;"A"
"2009";"FIN";"Ind_04_08";"UM_2";1.517031889;"A"
"2009";"FIN";"Ind_04_09";"UM_2";7.680010874;"A"
"2009";"FIN";"Ind_04_10";"UM_2";65.43832589;"A"
"2019";"FIN";"Ind_04_11";"UM_2";6.6;"A"
"2019";"FIN";"Ind_04_12";"UM_19";32.4;"A"
"2018";"FIN";"Ind_04_13";"UM_19";10.2;"A"
"2019";"FIN";"Ind_05_03";"UM_2";78.3;"A"
"2019";"FIN";"Ind_05_04";"UM_2";76.6;"A"
"2019";"FIN";"Ind_05_05";"UM_2";79.9;"A"
"2019";"FIN";"Ind_05_06";"UM_2";6.7;"A"
"2019";"FIN";"Ind_05_07";"UM_2";6.2;"A"
"2019";"FIN";"Ind_05_08";"UM_2";7.2;"A"
"2019";"FIN";"Ind_05_09";"UM_2";17.2;"A"
"2019";"FIN";"Ind_05_10";"UM_2";17.6;"A"
"2019";"FIN";"Ind_06_11";"UM_17";35400;"A"
"2019";"FIN";"Ind_06_12";"UM_2";1.31;"A"
"2019";"FIN";"Ind_16_01";"UM_2";1.1;"A"
"2018";"FIN";"Ind_17_01";"UM_20";6.2;"A"
"2018";"FIN";"Ind_17_02";"UM_2";25.8;"A"
"2018";"FIN";"Ind_17_03";"UM_2";35.3;"A"
"2018";"FIN";"Ind_17_04";"UM_2";15.9;"A"
"2019";"FIN";"Ind_09_03";"UM_22";25.94225059;"A"
"2019";"FIN";"Ind_09_04";"UM_23";3.40275905;"A"
"2018";"FIN";"Ind_10_04";"UM_24";631;"A"
"2018";"FIN";"Ind_10_05";"UM_25";43;"A"
"2018";"FIN";"Ind_10_06";"UM_26";926;"A"
"2018";"FIN";"Ind_10_07";"UM_26";8525;"A"
"2018";"FIN";"Ind_11_02";"UM_2";30.1;"A"
"2018";"FIN";"Ind_12_02";"UM_21";361.18;"A"
"2018";"FIN";"Ind_12_05";"UM_2";6.953;"A"
"2018";"FIN";"Ind_12_06";"UM_4";2.122874498;"A"
"2019";"FIN";"Ind_13_05";"UM_2";27.2;"A"
"2019";"FIN";"Ind_13_06";"UM_2";46;"A"
"2017";"FIN";"Ind_13_07";"UM_2";6.06;"A"
"2018";"FIN";"Ind_13_08";"UM_2";2.76;"A"
"2019";"FIN";"Ind_18_01";"UM_2";2.9;"A"
"2019";"FIN";"Ind_18_02";"UM_2";7;"A"
"2018";"FIN";"Ind_18_03";"UM_17";20048;"A"
"2019";"FIN";"Ind_18_04";"UM_2";17.8;"A"
"2018";"FIN";"Ind_19_01";"UM_2";17.1;"A"
"2018";"FIN";"Ind_19_02";"UM_2";53.1;"A"
"2020";"FIN";"Ind_19_03";"UM_2";46;"A"
"2019";"SWE";"Ind_01_01";"UM_1";10230.185;"A"
"2018";"SWE";"Ind_01_03";"UM_3";25;"A"
"2019";"SWE";"Ind_01_04";"UM_2";23.50973425;"A"
"2019";"SWE";"Ind_01_06";"UM_2";20.11524033;"A"
"2019";"SWE";"Ind_01_13";"UM_2";9.092114596;"A"
"2018";"SWE";"Ind_01_14";"UM_4";11.32257139;"A"
"2018";"SWE";"Ind_01_15";"UM_2";54.54019615;"A"
"2018";"SWE";"Ind_01_16";"UM_18";84.3;"A"
"2018";"SWE";"Ind_01_17";"UM_18";80.9;"A"
"2009";"SWE";"Ind_04_01";"UM_7";441370;"A"
"2009";"SWE";"Ind_04_08";"UM_2";1.492172101;"A"
"2009";"SWE";"Ind_04_09";"UM_2";8.493327594;"A"
"2009";"SWE";"Ind_04_10";"UM_2";63.28295987;"A"
"2019";"SWE";"Ind_04_11";"UM_2";4.7;"A"
"2019";"SWE";"Ind_04_12";"UM_19";24.5;"A"
"2018";"SWE";"Ind_04_13";"UM_19";5.1;"A"
"2019";"SWE";"Ind_05_03";"UM_2";82.9;"A"
"2019";"SWE";"Ind_05_04";"UM_2";81.2;"A"
"2019";"SWE";"Ind_05_05";"UM_2";84.6;"A"
"2019";"SWE";"Ind_05_06";"UM_2";6.8;"A"
"2019";"SWE";"Ind_05_07";"UM_2";7;"A"
"2019";"SWE";"Ind_05_08";"UM_2";6.7;"A"
"2019";"SWE";"Ind_05_09";"UM_2";20.1;"A"
"2019";"SWE";"Ind_05_10";"UM_2";13.7;"A"
"2019";"SWE";"Ind_06_11";"UM_17";37800;"A"
"2019";"SWE";"Ind_06_12";"UM_2";1.55;"A"
"2019";"SWE";"Ind_16_01";"UM_2";1.7;"A"
"2018";"SWE";"Ind_17_01";"UM_20";4.8;"A"
"2018";"SWE";"Ind_17_02";"UM_2";22.6;"A"
"2018";"SWE";"Ind_17_03";"UM_2";41.6;"A"
"2018";"SWE";"Ind_17_04";"UM_2";34;"A"
"2019";"SWE";"Ind_09_03";"UM_22";25.73416723;"A"
"2019";"SWE";"Ind_09_04";"UM_23";3.904569871;"A"
"2018";"SWE";"Ind_10_04";"UM_24";476;"A"
"2018";"SWE";"Ind_10_05";"UM_25";32;"A"
"2018";"SWE";"Ind_10_06";"UM_26";2132;"A"
"2018";"SWE";"Ind_10_07";"UM_26";15571;"A"
"2018";"SWE";"Ind_11_02";"UM_2";28.3;"A"
"2018";"SWE";"Ind_12_02";"UM_21";213.79;"A"
"2018";"SWE";"Ind_12_05";"UM_2";9.263;"A"
"2018";"SWE";"Ind_12_06";"UM_4";2.028800332;"A"
"2019";"SWE";"Ind_13_05";"UM_2";30.5;"A"
"2019";"SWE";"Ind_13_06";"UM_2";44;"A"
"2017";"SWE";"Ind_13_07";"UM_2";7.06;"A"
"2018";"SWE";"Ind_13_08";"UM_2";3.32;"A"
"2019";"SWE";"Ind_18_01";"UM_2";7.7;"A"
"2019";"SWE";"Ind_18_02";"UM_2";4.7;"A"
"2018";"SWE";"Ind_18_03";"UM_17";20414;"A"
"2019";"SWE";"Ind_18_04";"UM_2";22.2;"A"
"2018";"SWE";"Ind_19_01";"UM_2";12.1;"A"
"2018";"SWE";"Ind_19_02";"UM_2";60.1;"A"
"2020";"SWE";"Ind_19_03";"UM_2";46.99;"A"
"2019";"GBR";"Ind_01_01";"UM_1";66647.112;"A"
"2018";"GBR";"Ind_01_03";"UM_3";273.8;"A"
"2019";"GBR";"Ind_01_04";"UM_2";23.54131306;"A"
"2019";"GBR";"Ind_01_06";"UM_2";18.51775435;"A"
"2019";"GBR";"Ind_01_13";"UM_2";9.312833821;"A"
"2018";"GBR";"Ind_01_14";"UM_4";10.96698684;"A"
"2018";"GBR";"Ind_01_15";"UM_2";;"O"
"2018";"GBR";"Ind_01_16";"UM_18";83.1;"A"
"2018";"GBR";"Ind_01_17";"UM_18";79.5;"A"
"2009";"GBR";"Ind_04_01";"UM_7";248528;"A"
"2009";"GBR";"Ind_04_08";"UM_2";5.912009914;"A"
"2009";"GBR";"Ind_04_09";"UM_2";64.14488508;"A"
"2009";"GBR";"Ind_04_10";"UM_2";13.12045323;"A"
"2019";"GBR";"Ind_04_11";"UM_2";6.6;"A"
"2019";"GBR";"Ind_04_12";"UM_19";8.4;"A"
"2018";"GBR";"Ind_04_13";"UM_19";6.9;"A"
"2019";"GBR";"Ind_05_03";"UM_2";78.1;"A"
"2019";"GBR";"Ind_05_04";"UM_2";73.8;"A"
"2019";"GBR";"Ind_05_05";"UM_2";82.5;"A"
"2019";"GBR";"Ind_05_06";"UM_2";3.8;"A"
"2019";"GBR";"Ind_05_07";"UM_2";3.5;"A"
"2019";"GBR";"Ind_05_08";"UM_2";3.9;"A"
"2019";"GBR";"Ind_05_09";"UM_2";11.2;"A"
"2019";"GBR";"Ind_05_10";"UM_2";25;"A"
"2019";"GBR";"Ind_06_11";"UM_17";33300;"A"
"2019";"GBR";"Ind_06_12";"UM_2";1.14;"A"
"2019";"GBR";"Ind_16_01";"UM_2";1.8;"A"
"2018";"GBR";"Ind_17_01";"UM_20";2.8;"A"
"2018";"GBR";"Ind_17_02";"UM_2";39.3;"A"
"2018";"GBR";"Ind_17_03";"UM_2";10.9;"A"
"2018";"GBR";"Ind_17_04";"UM_2";7.6;"A"
"2019";"GBR";"Ind_09_03";"UM_22";;"O"
"2019";"GBR";"Ind_09_04";"UM_23";;"O"
"2018";"GBR";"Ind_10_04";"UM_24";478;"A"
"2018";"GBR";"Ind_10_05";"UM_25";28;"A"
"2018";"GBR";"Ind_10_06";"UM_26";3838;"A"
"2018";"GBR";"Ind_10_07";"UM_26";31780;"A"
"2018";"GBR";"Ind_11_02";"UM_2";25.7;"A"
"2018";"GBR";"Ind_12_02";"UM_21";249.54;"A"
"2018";"GBR";"Ind_12_05";"UM_2";;"O"
"2018";"GBR";"Ind_12_06";"UM_4";3.8540575;"A"
"2019";"GBR";"Ind_13_05";"UM_2";15.3;"A"
"2019";"GBR";"Ind_13_06";"UM_2";44.7;"A"
"2017";"GBR";"Ind_13_07";"UM_2";5.36;"A"
"2018";"GBR";"Ind_13_08";"UM_2";1.73;"A"
"2019";"GBR";"Ind_18_01";"UM_2";;"O"
"2019";"GBR";"Ind_18_02";"UM_2";;"O"
"2018";"GBR";"Ind_18_03";"UM_17";18423;"A"
"2019";"GBR";"Ind_18_04";"UM_2";;"O"
"2018";"GBR";"Ind_19_01";"UM_2";19.8;"A"
"2018";"GBR";"Ind_19_02";"UM_2";56.8;"A"
"2020";"GBR";"Ind_19_03";"UM_2";33.85;"A"
"2019";"NOR";"Ind_01_01";"UM_1";5328.212;"A"
"2018";"NOR";"Ind_01_03";"UM_3";17.2;"A"
"2019";"NOR";"Ind_01_04";"UM_2";23.7074646;"A"
"2019";"NOR";"Ind_01_06";"UM_2";17.35096501;"A"
"2019";"NOR";"Ind_01_13";"UM_2";11.02915448;"A"
"2018";"NOR";"Ind_01_14";"UM_4";10.34493372;"A"
"2018";"NOR";"Ind_01_15";"UM_2";56.4277939;"A"
"2018";"NOR";"Ind_01_16";"UM_18";84.5;"A"
"2018";"NOR";"Ind_01_17";"UM_18";81.1;"A"
"2009";"NOR";"Ind_04_01";"UM_7";323782;"A"
"2009";"NOR";"Ind_04_08";"UM_2";;"O"
"2009";"NOR";"Ind_04_09";"UM_2";;"O"
"2009";"NOR";"Ind_04_10";"UM_2";;"O"
"2019";"NOR";"Ind_04_11";"UM_2";5.2;"A"
"2019";"NOR";"Ind_04_12";"UM_19";26.4;"A"
"2018";"NOR";"Ind_04_13";"UM_19";9.8;"A"
"2019";"NOR";"Ind_05_03";"UM_2";78.3;"A"
"2019";"NOR";"Ind_05_04";"UM_2";75.7;"A"
"2019";"NOR";"Ind_05_05";"UM_2";80.7;"A"
"2019";"NOR";"Ind_05_06";"UM_2";3.7;"A"
"2019";"NOR";"Ind_05_07";"UM_2";3.4;"A"
"2019";"NOR";"Ind_05_08";"UM_2";3.9;"A"
"2019";"NOR";"Ind_05_09";"UM_2";10;"A"
"2019";"NOR";"Ind_05_10";"UM_2";22.7;"A"
"2019";"NOR";"Ind_06_11";"UM_17";46600;"A"
"2019";"NOR";"Ind_06_12";"UM_2";0.74;"A"
"2019";"NOR";"Ind_16_01";"UM_2";2.3;"A"
"2018";"NOR";"Ind_17_01";"UM_20";5.4;"A"
"2018";"NOR";"Ind_17_02";"UM_2";32.5;"A"
"2018";"NOR";"Ind_17_03";"UM_2";51.4;"A"
"2018";"NOR";"Ind_17_04";"UM_2";0;"A"
"2019";"NOR";"Ind_09_03";"UM_22";;"O"
"2019";"NOR";"Ind_09_04";"UM_23";;"O"
"2018";"NOR";"Ind_10_04";"UM_24";511;"A"
"2018";"NOR";"Ind_10_05";"UM_25";20;"A"
"2018";"NOR";"Ind_10_06";"UM_26";599;"A"
"2018";"NOR";"Ind_10_07";"UM_26";4177;"A"
"2018";"NOR";"Ind_11_02";"UM_2";26.9;"A"
"2018";"NOR";"Ind_12_02";"UM_21";352.74;"A"
"2018";"NOR";"Ind_12_05";"UM_2";8.574;"A"
"2018";"NOR";"Ind_12_06";"UM_4";2.340348331;"A"
"2019";"NOR";"Ind_13_05";"UM_2";34.9;"A"
"2019";"NOR";"Ind_13_06";"UM_2";44;"A"
"2017";"NOR";"Ind_13_07";"UM_2";6.94;"A"
"2018";"NOR";"Ind_13_08";"UM_2";2.06;"A"
"2019";"NOR";"Ind_18_01";"UM_2";6.4;"A"
"2019";"NOR";"Ind_18_02";"UM_2";5.2;"A"
"2018";"NOR";"Ind_18_03";"UM_17";26300;"A"
"2019";"NOR";"Ind_18_04";"UM_2";20.9;"A"
"2018";"NOR";"Ind_19_01";"UM_2";14;"A"
"2018";"NOR";"Ind_19_02";"UM_2";58.1;"A"
"2020";"NOR";"Ind_19_03";"UM_2";41.42;"A"
"2019";"ISL";"Ind_01_01";"UM_1";356.991;"A"
"2018";"ISL";"Ind_01_03";"UM_3";3.5;"A"
"2019";"ISL";"Ind_01_04";"UM_2";25.76036734;"A"
"2019";"ISL";"Ind_01_06";"UM_2";14.56134309;"A"
"2019";"ISL";"Ind_01_13";"UM_2";12.70454872;"A"
"2018";"ISL";"Ind_01_14";"UM_4";11.84343583;"A"
"2018";"ISL";"Ind_01_15";"UM_2";70.45884579;"A"
"2018";"ISL";"Ind_01_16";"UM_18";84.5;"A"
"2018";"ISL";"Ind_01_17";"UM_18";81.3;"A"
"2009";"ISL";"Ind_04_01";"UM_7";103000;"A"
"2009";"ISL";"Ind_04_08";"UM_2";;"O"
"2009";"ISL";"Ind_04_09";"UM_2";;"O"
"2009";"ISL";"Ind_04_10";"UM_2";;"O"
"2019";"ISL";"Ind_04_11";"UM_2";3.3;"A"
"2019";"ISL";"Ind_04_12";"UM_19";29;"A"
"2018";"ISL";"Ind_04_13";"UM_19";13.6;"A"
"2019";"ISL";"Ind_05_03";"UM_2";87.3;"A"
"2019";"ISL";"Ind_05_04";"UM_2";84.6;"A"
"2019";"ISL";"Ind_05_05";"UM_2";89.8;"A"
"2019";"ISL";"Ind_05_06";"UM_2";3.5;"A"
"2019";"ISL";"Ind_05_07";"UM_2";3.1;"A"
"2019";"ISL";"Ind_05_08";"UM_2";3.8;"A"
"2019";"ISL";"Ind_05_09";"UM_2";8.7;"A"
"2019";"ISL";"Ind_05_10";"UM_2";;"O"
"2019";"ISL";"Ind_06_11";"UM_17";40200;"A"
"2019";"ISL";"Ind_06_12";"UM_2";1.77;"A"
"2019";"ISL";"Ind_16_01";"UM_2";2;"A"
"2018";"ISL";"Ind_17_01";"UM_20";18.4;"A"
"2018";"ISL";"Ind_17_02";"UM_2";15.5;"A"
"2018";"ISL";"Ind_17_03";"UM_2";82.8;"A"
"2018";"ISL";"Ind_17_04";"UM_2";0;"A"
"2019";"ISL";"Ind_09_03";"UM_22";97.58071459;"A"
"2019";"ISL";"Ind_09_04";"UM_23";16.62125126;"A"
"2018";"ISL";"Ind_10_04";"UM_24";;"O"
"2018";"ISL";"Ind_10_05";"UM_25";;"O"
"2018";"ISL";"Ind_10_06";"UM_26";;"O"
"2018";"ISL";"Ind_10_07";"UM_26";;"O"
"2018";"ISL";"Ind_11_02";"UM_2";24.4;"A"
"2018";"ISL";"Ind_12_02";"UM_21";287.48;"A"
"2018";"ISL";"Ind_12_05";"UM_2";7.038;"A"
"2018";"ISL";"Ind_12_06";"UM_4";1.655629139;"A"
"2019";"ISL";"Ind_13_05";"UM_2";45.7;"A"
"2019";"ISL";"Ind_13_06";"UM_2";45.2;"A"
"2017";"ISL";"Ind_13_07";"UM_2";6.67;"A"
"2018";"ISL";"Ind_13_08";"UM_2";2.04;"A"
"2019";"ISL";"Ind_18_01";"UM_2";;"O"
"2019";"ISL";"Ind_18_02";"UM_2";;"O"
"2018";"ISL";"Ind_18_03";"UM_17";23667;"A"
"2019";"ISL";"Ind_18_04";"UM_2";;"O"
"2018";"ISL";"Ind_19_01";"UM_2";13.7;"A"
"2018";"ISL";"Ind_19_02";"UM_2";63.6;"A"
"2020";"ISL";"Ind_19_03";"UM_2";38.1;"A"
"2019";"HRV";"Ind_01_01";"UM_1";4076.246;"A"
"2018";"HRV";"Ind_01_03";"UM_3";73.2;"A"
"2019";"HRV";"Ind_01_04";"UM_2";19.29695167;"A"
"2019";"HRV";"Ind_01_06";"UM_2";20.42626793;"A"
"2019";"HRV";"Ind_01_13";"UM_2";1.619123452;"A"
"2018";"HRV";"Ind_01_14";"UM_4";9.063486355;"A"
"2018";"HRV";"Ind_01_15";"UM_2";20.69833536;"A"
"2018";"HRV";"Ind_01_16";"UM_18";81.5;"A"
"2018";"HRV";"Ind_01_17";"UM_18";74.9;"A"
"2009";"HRV";"Ind_04_01";"UM_7";56594;"A"
"2009";"HRV";"Ind_04_08";"UM_2";;"O"
"2009";"HRV";"Ind_04_09";"UM_2";;"O"
"2009";"HRV";"Ind_04_10";"UM_2";;"O"
"2019";"HRV";"Ind_04_11";"UM_2";9.2;"A"
"2019";"HRV";"Ind_04_12";"UM_19";11.3;"A"
"2018";"HRV";"Ind_04_13";"UM_19";5.8;"A"
"2019";"HRV";"Ind_05_03";"UM_2";66.5;"A"
"2019";"HRV";"Ind_05_04";"UM_2";61.6;"A"
"2019";"HRV";"Ind_05_05";"UM_2";71.5;"A"
"2019";"HRV";"Ind_05_06";"UM_2";6.6;"A"
"2019";"HRV";"Ind_05_07";"UM_2";7.2;"A"
"2019";"HRV";"Ind_05_08";"UM_2";6.2;"A"
"2019";"HRV";"Ind_05_09";"UM_2";16.6;"A"
"2019";"HRV";"Ind_05_10";"UM_2";35.8;"A"
"2019";"HRV";"Ind_06_11";"UM_17";20700;"A"
"2019";"HRV";"Ind_06_12";"UM_2";2.52;"A"
"2019";"HRV";"Ind_16_01";"UM_2";0.8;"A"
"2018";"HRV";"Ind_17_01";"UM_20";2.1;"A"
"2018";"HRV";"Ind_17_02";"UM_2";38.7;"A"
"2018";"HRV";"Ind_17_03";"UM_2";25.2;"A"
"2018";"HRV";"Ind_17_04";"UM_2";0;"A"
"2019";"HRV";"Ind_09_03";"UM_22";41.65273208;"A"
"2019";"HRV";"Ind_09_04";"UM_23";6.309788617;"A"
"2018";"HRV";"Ind_10_04";"UM_24";409;"A"
"2018";"HRV";"Ind_10_05";"UM_25";77;"A"
"2018";"HRV";"Ind_10_06";"UM_26";1310;"A"
"2018";"HRV";"Ind_10_07";"UM_26";3940;"A"
"2018";"HRV";"Ind_11_02";"UM_2";21.5;"A"
"2018";"HRV";"Ind_12_02";"UM_21";561.25;"A"
"2018";"HRV";"Ind_12_05";"UM_2";;"O"
"2018";"HRV";"Ind_12_06";"UM_4";4.249560157;"A"
"2019";"HRV";"Ind_13_05";"UM_2";13;"A"
"2019";"HRV";"Ind_13_06";"UM_2";25.3;"A"
"2017";"HRV";"Ind_13_07";"UM_2";;"O"
"2018";"HRV";"Ind_13_08";"UM_2";0.97;"A"
"2019";"HRV";"Ind_18_01";"UM_2";5;"A"
"2019";"HRV";"Ind_18_02";"UM_2";19.6;"A"
"2018";"HRV";"Ind_18_03";"UM_17";9870;"A"
"2019";"HRV";"Ind_18_04";"UM_2";16.6;"A"
"2018";"HRV";"Ind_19_01";"UM_2";10.5;"A"
"2018";"HRV";"Ind_19_02";"UM_2";57;"A"
"2020";"HRV";"Ind_19_03";"UM_2";31.13;"A"
"2019";"BIH";"Ind_01_01";"UM_1";;"O"
"2018";"BIH";"Ind_01_03";"UM_3";;"O"
"2019";"BIH";"Ind_01_04";"UM_2";;"O"
"2019";"BIH";"Ind_01_06";"UM_2";;"O"
"2019";"BIH";"Ind_01_13";"UM_2";;"O"
"2018";"BIH";"Ind_01_14";"UM_4";;"O"
"2018";"BIH";"Ind_01_15";"UM_2";;"O"
"2018";"BIH";"Ind_01_16";"UM_18";;"O"
"2018";"BIH";"Ind_01_17";"UM_18";;"O"
"2009";"BIH";"Ind_04_01";"UM_7";;"O"
"2009";"BIH";"Ind_04_08";"UM_2";;"O"
"2009";"BIH";"Ind_04_09";"UM_2";;"O"
"2009";"BIH";"Ind_04_10";"UM_2";;"O"
"2019";"BIH";"Ind_04_11";"UM_2";;"O"
"2019";"BIH";"Ind_04_12";"UM_19";10.4;"A"
"2018";"BIH";"Ind_04_13";"UM_19";;"O"
"2019";"BIH";"Ind_05_03";"UM_2";;"O"
"2019";"BIH";"Ind_05_04";"UM_2";;"O"
"2019";"BIH";"Ind_05_05";"UM_2";;"O"
"2019";"BIH";"Ind_05_06";"UM_2";;"O"
"2019";"BIH";"Ind_05_07";"UM_2";;"O"
"2019";"BIH";"Ind_05_08";"UM_2";;"O"
"2019";"BIH";"Ind_05_09";"UM_2";;"O"
"2019";"BIH";"Ind_05_10";"UM_2";;"O"
"2019";"BIH";"Ind_06_11";"UM_17";10300;"A"
"2019";"BIH";"Ind_06_12";"UM_2";;"O"
"2019";"BIH";"Ind_16_01";"UM_2";;"O"
"2018";"BIH";"Ind_17_01";"UM_20";2.1;"A"
"2018";"BIH";"Ind_17_02";"UM_2";22.6;"A"
"2018";"BIH";"Ind_17_03";"UM_2";23.5;"A"
"2018";"BIH";"Ind_17_04";"UM_2";0;"A"
"2019";"BIH";"Ind_09_03";"UM_22";;"O"
"2019";"BIH";"Ind_09_04";"UM_23";;"O"
"2018";"BIH";"Ind_10_04";"UM_24";;"O"
"2018";"BIH";"Ind_10_05";"UM_25";;"O"
"2018";"BIH";"Ind_10_06";"UM_26";;"O"
"2018";"BIH";"Ind_10_07";"UM_26";;"O"
"2018";"BIH";"Ind_11_02";"UM_2";19.3;"A"
"2018";"BIH";"Ind_12_02";"UM_21";;"O"
"2018";"BIH";"Ind_12_05";"UM_2";;"O"
"2018";"BIH";"Ind_12_06";"UM_4";;"O"
"2019";"BIH";"Ind_13_05";"UM_2";;"O"
"2019";"BIH";"Ind_13_06";"UM_2";;"O"
"2017";"BIH";"Ind_13_07";"UM_2";;"O"
"2018";"BIH";"Ind_13_08";"UM_2";;"O"
"2019";"BIH";"Ind_18_01";"UM_2";;"O"
"2019";"BIH";"Ind_18_02";"UM_2";;"O"
"2018";"BIH";"Ind_18_03";"UM_17";;"O"
"2019";"BIH";"Ind_18_04";"UM_2";;"O"
"2018";"BIH";"Ind_19_01";"UM_2";;"O"
"2018";"BIH";"Ind_19_02";"UM_2";;"O"
"2020";"BIH";"Ind_19_03";"UM_2";;"O"
"2019";"MNE";"Ind_01_01";"UM_1";622.182;"A"
"2018";"MNE";"Ind_01_03";"UM_3";45.7;"A"
"2019";"MNE";"Ind_01_04";"UM_2";24.43557497;"A"
"2019";"MNE";"Ind_01_06";"UM_2";15.15427591;"A"
"2019";"MNE";"Ind_01_13";"UM_2";;"O"
"2018";"MNE";"Ind_01_14";"UM_4";11.67504042;"A"
"2018";"MNE";"Ind_01_15";"UM_2";;"O"
"2018";"MNE";"Ind_01_16";"UM_18";79.3;"A"
"2018";"MNE";"Ind_01_17";"UM_18";74.5;"A"
"2009";"MNE";"Ind_04_01";"UM_7";13812;"A"
"2009";"MNE";"Ind_04_08";"UM_2";;"O"
"2009";"MNE";"Ind_04_09";"UM_2";;"O"
"2009";"MNE";"Ind_04_10";"UM_2";;"O"
"2019";"MNE";"Ind_04_11";"UM_2";;"O"
"2019";"MNE";"Ind_04_12";"UM_19";;"O"
"2018";"MNE";"Ind_04_13";"UM_19";;"O"
"2019";"MNE";"Ind_05_03";"UM_2";66.2;"A"
"2019";"MNE";"Ind_05_04";"UM_2";59.1;"A"
"2019";"MNE";"Ind_05_05";"UM_2";73.3;"A"
"2019";"MNE";"Ind_05_06";"UM_2";15.2;"A"
"2019";"MNE";"Ind_05_07";"UM_2";15.7;"A"
"2019";"MNE";"Ind_05_08";"UM_2";14.7;"A"
"2019";"MNE";"Ind_05_09";"UM_2";25.2;"A"
"2019";"MNE";"Ind_05_10";"UM_2";79;"A"
"2019";"MNE";"Ind_06_11";"UM_17";16000;"A"
"2019";"MNE";"Ind_06_12";"UM_2";2.26;"A"
"2019";"MNE";"Ind_16_01";"UM_2";;"O"
"2018";"MNE";"Ind_17_01";"UM_20";1.7;"A"
"2018";"MNE";"Ind_17_02";"UM_2";36.2;"A"
"2018";"MNE";"Ind_17_03";"UM_2";32;"A"
"2018";"MNE";"Ind_17_04";"UM_2";0;"A"
